group,WQSC,location,river,state,Latitude,Longitude,Colour,ColourFill
"NOT Class C",1764,"CHURNI D/S OF SANTIPUR TOWN, WEST BENGAL",CHURNI,"WEST BENGAL","23.177966","88.558164",red,"#f03"
"NOT Class C",1784,"THANGADI , MAHABOOBNAGAR DIST., A.P",,"ANDHRA PRADESH","16.424222","77.278883",red,"#f03"
"Class C",1785,"TUNGHABHADRA AT MANTHRALAYAM , KURNOOL DIST., A.P",TUNGHABHADRA,"ANDHRA PRADESH","15.944453","77.419709",blue,"#00f"
"Class C",1786,"VEDADRI , GUNTUR DIST., A.P",,"ANDHRA PRADESH","16.801875","80.129553",blue,"#00f"
"NOT Class C",1787,"AMARAVATI , GUNTUR DIST., A.P",,"ANDHRA PRADESH","16.582608","80.343451",red,"#f03"
"NOT Class C",1796,"DHANSIRI AT FULL NAGARJAN, NAGALAND",DHANSIRI,NAGALAND,"25.888505","93.733632",red,"#f03"
"NOT Class C",1798,"DHANSIRI NEAR CHECK GATE (DIMAPUR KHUTKHUTI ROAD), NAGALAND",,NAGALAND,"25.910359","93.743963",red,"#f03"
"NOT Class C",1799,"DHANSIRI AT TOWN BOUNDARY BRIDGE (DIPHU ROAD), NAGALAND",DHANSIRI,NAGALAND,"26.622872","93.773159",red,"#f03"
"Class C",18,"PERIYAR AT KALADY, KERALA",PERIYAR,KERALA,"10.160483","76.442131",blue,"#00f"
"NOT Class C",1800,"DHANSIRI AT NUTON BASTI, NAGALAND",DHANSIRI,NAGALAND,"25.802","93.606574",red,"#f03"
"NOT Class C",1812,"YAMUNA AT OKHLA AFTER MEETING OF SHAHDARA DRAIN, DELHI",YAMUNA,DELHI,"28.533295","77.330724",red,"#f03"
"NOT Class C",1815,"GANGA AT MOKAMA (D/S)",GANGA,BIHAR,"25.381441","85.987169",red,"#f03"
"NOT Class C",1816,"GANGA AT KAHALGAON",GANGA,BIHAR,"25.267334","87.227318",red,"#f03"
"Class C",1817,"GANGA AT MOKAMA (U/S)",GANGA,BIHAR,"25.401104","85.923198",blue,"#00f"
"Class C",1818,"GANGA AT MUNGER",GANGA,BIHAR,"25.384978","86.458978",blue,"#00f"
"NOT Class C",1819,"GANGA AT BHAGALPUR",GANGA,BIHAR,"25.254387","86.948424",red,"#f03"
"Class C",1820,"SIKRANA AT CHANPATIYA",SIKRANA,BIHAR,"26.960335","84.534192",blue,"#00f"
"Class C",1821,"DAHA AT SIWAM",DAHA,BIHAR,"26.222639","84.354122",blue,"#00f"
"NOT Class C",1822,"SIRSA AT RUXOL",SIRSA,BIHAR,"26.98375","84.857739",red,"#f03"
"NOT Class C",1823,"DHOUS AT MADHUBANI",DHOUS,BIHAR,"26.410836","86.237178",red,"#f03"
"Class C",1824,"FARMAR AT JOGBANI",FARMAR,BIHAR,"26.399461","87.242477",blue,"#00f"
"Class C",1845,"RIVER SHEONATH AT DURG","RIVER SHEONATH",CHHATTISGARH,"21.189994","81.280092",blue,"#00f"
"NOT Class C",1846,"KHAROON RIVER A/C KHAPRI DRAIN",,CHHATTISGARH,"21.179853","81.2545",red,"#f03"
"NOT Class C",1847,"KHAROON RIVER B/C KHAPRI DRAIN, DURG, RAIPUR ROAD BRIDGE",,CHHATTISGARH,"21.200022","81.237472",red,"#f03"
"NOT Class C",1848,"ARPA RIVER D/S OF BILASPUR","ARPA RIVER",CHHATTISGARH,"22.069453","82.190639",red,"#f03"
"Class C",1849,"KELO RIVER U/S OF RAIGARH","KELO RIVER",CHHATTISGARH,"21.914789","83.404678",blue,"#00f"
"Class C",1850,"KELO RIVER D/S OF RAIGARH","KELO RIVER",CHHATTISGARH,"21.911203","83.407498",blue,"#00f"
"Class C",1851,"MAHANADI AT SIHAWA",MAHANADI,CHHATTISGARH,"20.308614","81.917614",blue,"#00f"
"NOT Class C",1852,"MAHANADI AT ARRANG, RAIPUR",MAHANADI,CHHATTISGARH,"21.15025","82.002864",red,"#f03"
"NOT Class C",1853,"KHAROON RIVER BUNDRI, RAIPUR",,CHHATTISGARH,"21.105793","81.579948",red,"#f03"
"Class C",1854,"INDRAVATI RIVER A/C DANTEWADA RIVER, NELSONNAR, DANTEWADA.",,CHHATTISGARH,"18.900033","81.344044",blue,"#00f"
"Class C",1856,"SHANKNI RIVER A/C DANKANI RIVER DANTEWADA.",,CHHATTISGARH,"18.888807","81.370074",blue,"#00f"
"NOT Class C",1860,"BALEHWAR KHADI AT N.H. NO 8","BALEHWAR KHADI",GUJARAT,"21.223442","72.89572",red,"#f03"
"NOT Class C",1861,"PURNA ON BRIDGE AT SURAT- NAVSARI HIGHWAY","PURNA ON BRIDGE",GUJARAT,"20.980464","73.016757",red,"#f03"
"NOT Class C",1862,"KAVERI ON BRIDGE AT BILLIMORA-VALSAD ROAD","KAVERI ON BRIDGE",GUJARAT,"20.756033","73.066786",red,"#f03"
"NOT Class C",1863,"MAHI AI UMETA BRIDGE",,GUJARAT,"22.342298","73.052575",red,"#f03"
"NOT Class C",1864,"MAHI AT MUJPUR",MAHI,GUJARAT,"22.254744","72.982618",red,"#f03"
"NOT Class C",1865,"RIVER DHADAR AT KOTHADA","RIVER DHADAR",GUJARAT,"22.023279","70.368724",red,"#f03"
"NOT Class C",1866,"RIVER SABARMATI AT HANSOL BRIDGE","RIVER SABARMATI",GUJARAT,"23.090926","72.629239",red,"#f03"
"Class C",1867,"SATLUJ B/C WITH RIVER SPITI AT KHAB, DISTT.KINNAUR, H.P.","SATLUJ B/C WITH RIVER SPITI","HIMACHAL PRADESH","31.804453","78.643214",blue,"#00f"
"NOT Class C",1868,"SIRSA AT D/S NALAGARH DISTT. SOLAN, H.P.",SIRSA,"HIMACHAL PRADESH","30.998567","76.738231",red,"#f03"
"NOT Class C",1869,"SWAN AT D/S NANGAL DISTT. UNA, H.P.",SWAN,"HIMACHAL PRADESH","31.365081","76.306519",red,"#f03"
"NOT Class C",1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.","RIVER SUKHANA","HIMACHAL PRADESH","30.83115","76.967303",red,"#f03"
"Class C",1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.","RIVER MARKANDA","HIMACHAL PRADESH","30.451836","77.581597",blue,"#00f"
"NOT Class C",1884,"RIVER GHAGGAR AT D/S OF SURAJPUR","RIVER GHAGGAR",HARYANA,"29.892141","76.235744",red,"#f03"
"NOT Class C",1887,"GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA)",,HARYANA,"29.546972","74.943111",red,"#f03"
"NOT Class C",1889,"KRISHNA - ANKALI BRIDGE ALONG CHIKKODI KAGWAD ROAD",,KARNATAKA,"16.5575","74.679717",red,"#f03"
"NOT Class C",1891,"MANJEERA AT D/S IN INTAKE POINT TO BIDAR CITY",MANJEERA,KARNATAKA,"17.951522","77.649047",red,"#f03"
"Class C",1892,"NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT","NETRAVATHI U/S OF DHARMASTALA",KARNATAKA,"12.947644","75.359525",blue,"#00f"
"Class C",1893,"YAGACHI RIVER NEAR PUMPING STATION. HASSAN CITY",,KARNATAKA,"13.006814","76.099553",blue,"#00f"
"Class C",1894,"KUMARADHARA - U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI","KUMARADHARA -",KARNATAKA,"12.8301","75.242439",blue,"#00f"
"NOT Class C",1895,"KAGINA D/S OF SEWAGE DISPOSAL POINT",KAGINA,KARNATAKA,"17.107483","76.955311",red,"#f03"
"NOT Class C",1896,"CONFLUENCE POINT OF TUNGA AND BHADRA AT KUDLI","CONFLUENCE POINT OF TUNGA AND BHADRA",KARNATAKA,"14.011333","75.676667",red,"#f03"
"NOT Class C",1904,"PANCHAGANGA U/S OF KOLHAPUR TOWN",PANCHAGANGA,MAHARASHTRA,"16.688467","74.169462",red,"#f03"
"NOT Class C",1905,"PANCHAGANGA D/S OF KOLHAPUR TOWN",PANCHAGANGA,MAHARASHTRA,"16.695477","74.274998",red,"#f03"
"NOT Class C",1906,"KRISHNA D/S OF ISLAMPUR",KRISHNA,MAHARASHTRA,"17.029275","74.380064",red,"#f03"
"NOT Class C",1907,"RANGAVALI D/S OF NAVAPUR",RANGAVALI,MAHARASHTRA,"21.161624","73.793751",red,"#f03"
"NOT Class C",1908,"KOLAR BEFORE CONFLUENCE TO KANHAN AT KAMPTEE","KOLAR BEFORE CONFLUENCE TO KANHAN",MAHARASHTRA,"21.246917","79.153882",red,"#f03"
"NOT Class C",1910,"WAINGANGA AFTER CONLUENCE WITH KANHAN",,MAHARASHTRA,"19.731126","79.776401",red,"#f03"
"NOT Class C",1911,"CHANDRABHAGA U/S OF PANDHARPUR TOWN",CHANDRABHAGA,MAHARASHTRA,"17.724868","75.323936",red,"#f03"
"NOT Class C",1912,"CHANDRABHAGA D/S OF PANDHARPUR TOWN",CHANDRABHAGA,MAHARASHTRA,"17.677706","75.339011",red,"#f03"
"NOT Class C",1913,"PURNA AT DHUPESHWAR",PURNA,MAHARASHTRA,"20.933469","76.276878",red,"#f03"
"NOT Class C",1928,"DHANSIRI AT NAGALAND-ASSAM BORDER, DIMAPUR",DHANSIRI,NAGALAND,"25.801511","93.606777",red,"#f03"
"NOT Class C",1929,"CHATHE AT MEDZIPHEMA, DIMAPUR",CHATHE,NAGALAND,"25.752349","93.869559",red,"#f03"
"NOT Class C",1930,"DZU D/S KOHIMA TOWN",DZU,NAGALAND,"25.67564","94.109775",red,"#f03"
"NOT Class C",1946,"MAHANANDA AT SILIGURI",MAHANANDA,"WEST BENGAL","26.739728","88.422452",red,"#f03"
"NOT Class C",1947,"TEESTA AT SILIGURI",TEESTA,"WEST BENGAL","26.902782","88.47309",red,"#f03"
"NOT Class C",1980,"AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH",AMLAKHADI,GUJARAT,"21.631161","72.956485",red,"#f03"
"Class C",1981,"NARMADA AT ZANOR (NTPC), BHARUCH",NARMADA,GUJARAT,"21.714997","73.042891",blue,"#00f"
"Class C",1982,"TAPI AT RANDER BRIDGE, SURAT",TAPI,GUJARAT,"21.194545","72.811552",blue,"#00f"
"NOT Class C",20,"CHALIYAR AT KOOLIMADU, KERALA",CHALIYAR,KERALA,"11.268106","75.978036",red,"#f03"
"NOT Class C",2050,"TLAWNG UPSTREAM AIZAWL",,MIZORAM,"23.712028","92.663875",red,"#f03"
"NOT Class C",2051,"TLAWNG DOWNSTREAM AIZAWL",,MIZORAM,"23.711097","92.665208",red,"#f03"
"NOT Class C",2052,"TUIRIAL UPPER CATCHMENT",,MIZORAM,"23.721011","92.799853",red,"#f03"
"NOT Class C",2053,"TUIRIAL LOWER CATCHMENT",,MIZORAM,"23.720986","92.799764",red,"#f03"
"NOT Class C",2058,"DISANG RIVER AT DILLIGHAT, DIBRUGARH DIST., ASSAM","DISANG RIVER",ASSAM,"27.141901","95.36639",red,"#f03"
"Class C",2059,"KOLONG RIVER AT MARIGAON","KOLONG RIVER",ASSAM,"26.265026","92.264751",blue,"#00f"
"Class C",2060,"MANAS RIVER AT NH-31 CROSSING, BARPETA, DISTRICT","MANAS RIVER",ASSAM,"26.496268","90.652663",blue,"#00f"
"Class C",2061,"KHARSANG BEFORE CONFLUENCE WITH BURIDIHING NEAR KHARSANG (ASSAM-ARUNANCHAL BORDER)",,ASSAM,"27.411803","95.985028",blue,"#00f"
"NOT Class C",2062,"BURIDIHING NEAR DULIAJAN AT D/S, TINSUKIA","BURIDIHING NEAR DULIAJAN",ASSAM,"27.321156","95.309064",red,"#f03"
"NOT Class C",2063,"JAI BHARALI RIVER NEAR BISWANATH CHARALI, SONITPUR",,ASSAM,"26.759281","92.858803",red,"#f03"
"Class C",2064,"BRAHMAPUTRA RIVER AT CHANDRAPUR, GUWAHATI","BRAHMAPUTRA RIVER",ASSAM,"26.24776","91.918205",blue,"#00f"
"Class C",2065,"PAGLDIA RIVER NEAR NALBARI TOWN, DIST. NALBARI, ASSAM",,ASSAM,"26.447389","91.460667",blue,"#00f"
"Class C",2066,"BRAHMAPUTRA RIVER AT DHUBRI","BRAHMAPUTRA RIVER",ASSAM,"26.015519","89.993294",blue,"#00f"
"Class C",2067,"BRAHMPUTRA RIVER AT SUALKUCHI, DIST. KAMRUP, ASSAM","BRAHMPUTRA RIVER",ASSAM,"26.160268","91.56994",blue,"#00f"
"NOT Class C",2068,"U/S OF KATHAKAL AT MATIJURI, DIST. HAILAKANDI, ASSAM","U/S OF KATHAKAL",ASSAM,"24.648536","92.608089",red,"#f03"
"NOT Class C",2069,"BRAHMPUTRA RIVER NEAR WATER INTAKE POINT AT KACHARIGHAT, PANBAZAR, GUWAHATI, ASSAM","BRAHMPUTRA RIVER NEAR WATER INTAKE POINT",ASSAM,"26.190372","91.745589",red,"#f03"
"NOT Class C",2070,"RIVER KIM AT SAHOL BRIDGE, OLPAD HASOT ROAD, DIST SURAT","RIVER KIM",GUJARAT,"21.461094","72.726327",red,"#f03"
"NOT Class C",2071,"RIVER TAPI AT ONGC BRIDGE AT SURAT, DIST SURAT","RIVER TAPI",GUJARAT,"21.148919","72.743684",red,"#f03"
"NOT Class C",2072,"RIVER BHOGAVO D/S OF SURENDRANAGAR","RIVER BHOGAVO",GUJARAT,"22.715528","71.672688",red,"#f03"
"NOT Class C",2073,"NARMADA MAIN CANAL, NR. VILLAGE LIMBADIA, DIST GANDHINAGAR",,GUJARAT,"23.134936","72.611525",red,"#f03"
"NOT Class C",2082,"TRIVENI SANGAM",,GUJARAT,"20.882324","70.414066",red,"#f03"
"Class C",2099,"RIVER NARMADA LALPUR, JABALPUR",,"MADHYA PRADESH","23.124913","79.774671",blue,"#00f"
"NOT Class C",21,"CHALIYAR AT CHUNGAPALLY, KERALA",CHALIYAR,KERALA,"11.247461","75.924269",red,"#f03"
"NOT Class C",2100,"GOUR RIVER BHOGA DOOR, JABALPUR",,"MADHYA PRADESH","23.117239","79.99781",red,"#f03"
"NOT Class C",2101,"KATNI RIVER NEAR NAGAR NIGAM",,"MADHYA PRADESH","23.899675","80.512005",red,"#f03"
"NOT Class C",2102,"RIVER SHIVNA AT RAMGHAT, MANDSAUR","RIVER SHIVNA","MADHYA PRADESH","24.05703","75.074378",red,"#f03"
"NOT Class C",2103,"RIVER JAMMER AT DHOLOWAD, RATLAM","RIVER JAMMER","MADHYA PRADESH","23.330385","75.034646",red,"#f03"
"NOT Class C",2104,"RIVER MALEI AT JAORA","RIVER MALEI","MADHYA PRADESH","23.639659","75.126136",red,"#f03"
"NOT Class C",2105,"RIVER CHILLAR AT SHAJAPUR","RIVER CHILLAR","MADHYA PRADESH","23.396067","76.291283",red,"#f03"
"NOT Class C",2106,"RIVER NARMADA AT NEMAWAR","RIVER NARMADA","MADHYA PRADESH","22.496589","76.980555",red,"#f03"
"Class C",2123,"NARMADA AT KORIGHAT HOSHANGABAD",NARMADA,"MADHYA PRADESH","22.761672","77.7185",blue,"#00f"
"NOT Class C",2127,"DENWA NEAR SARNI, ROAD BRIDGE",,"MADHYA PRADESH","22.124707","78.03034",red,"#f03"
"NOT Class C",2155,"PURNA RIVER A/C OF MORNA, NANDURA VILLAGE",,MAHARASHTRA,"20.88237","76.856618",red,"#f03"
"NOT Class C",2157,"GODAVARI RIVER AT LATUR WATER INTAKE NEAR PUMP HOUSE AT DHAMEGAON.","GODAVARI RIVER",MAHARASHTRA,"20.793322","78.139339",red,"#f03"
"NOT Class C",2158,"GODAVARI RIVER AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE AT JAYAKWADI","GODAVARI RIVER",MAHARASHTRA,"19.478228","75.384879",red,"#f03"
"NOT Class C",2159,"GODAVARI RIVER AT D/S OF PAITHAN AT PATHEGAON BRIDGE.","GODAVARI RIVER",MAHARASHTRA,"19.467269","75.397267",red,"#f03"
"NOT Class C",2160,"GODAVARI RIVER AT U/S OF AURANGABAD RESERVOIR, KAIGAON TOKKA NEAR KAIGAON BRIDGE.","GODAVARI RIVER",MAHARASHTRA,"19.63253","75.028605",red,"#f03"
"NOT Class C",2161,"GODAVARI RIVER AT JALNA INTAKE WATER PUMP HOUSE, SHAHABAD.","GODAVARI RIVER",MAHARASHTRA,"19.360024","75.709583",red,"#f03"
"NOT Class C",2162,"ULHAS RIVER ATJAMBHUL WATER WORKS.",,MAHARASHTRA,"19.215959","73.240641",red,"#f03"
"NOT Class C",2163,"PANCHAGANGA RIVER AT SHIROL NEAR SHIROL INTAKE WELL.","PANCHAGANGA RIVER",MAHARASHTRA,"16.721492","74.594819",red,"#f03"
"NOT Class C",2164,"VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.","VASHISTI RIVER",MAHARASHTRA,"17.518025","73.553956",red,"#f03"
"NOT Class C",2168,"MITHI RIVER",,MAHARASHTRA,"19.051725","72.848403",red,"#f03"
"NOT Class C",2170,"KANHAN RIVER U/S OF M/S VIDHARBHA PAPER MILL, SINORA.","KANHAN RIVER",MAHARASHTRA,"21.206788","79.246193",red,"#f03"
"NOT Class C",2171,"KANHAN RIVER D/S OF M/S VIDHARBHA PAPER MILL, SINORA.","KANHAN RIVER",MAHARASHTRA,"21.209724","79.236711",red,"#f03"
"NOT Class C",2172,"WAINGANGA RIVER D/S OF ELLORA PAPER MILL.","WAINGANGA RIVER",MAHARASHTRA,"21.380853","79.745595",red,"#f03"
"NOT Class C",2173,"WAINGANGA RIVER U/S OF ELLORA PAPER MILL.","WAINGANGA RIVER",MAHARASHTRA,"21.380729","79.745477",red,"#f03"
"NOT Class C",2174,"WARDHA RIVER D/S OF ACC GHUGGUS.","WARDHA RIVER",MAHARASHTRA,"19.922574","79.113955",red,"#f03"
"NOT Class C",2175,"WAINGANGA U/S OF GAURAV PAPER MILLS, NEAR JACKWELL.",WAINGANGA,MAHARASHTRA,"20.609867","79.857681",red,"#f03"
"NOT Class C",2176,"WAINGANGA D/S OF GAURAV PAPER MILLS, NEAR JACKWELL.",WAINGANGA,MAHARASHTRA,"20.610126","79.858051",red,"#f03"
"NOT Class C",2177,"GODAVARI RIVER NEAR SOMESHWAR TEMPLE.",,MAHARASHTRA,"20.022812","73.728178",red,"#f03"
"NOT Class C",2180,"GODAVARI RIVER NEAR TAPOVAN.",,MAHARASHTRA,"19.987307","73.811028",red,"#f03"
"NOT Class C",2181,"GODAVARI RIVER AT KAPILA- GODAVARI CONFLUENCE POINT, TAPOVAN.","GODAVARI RIVER",MAHARASHTRA,"19.98729","73.811026",red,"#f03"
"NOT Class C",2182,"GODAVARI RIVER AT SAIKHEDA.","GODAVARI RIVER",MAHARASHTRA,"20.014695","74.007463",red,"#f03"
"NOT Class C",2183,"GODAVARI RIVER AT NANDUR- MADMESHWAR DAM.","GODAVARI RIVER",MAHARASHTRA,"20.012385","74.113719",red,"#f03"
"NOT Class C",2186,"VENNA RIVER AT VARYE, SATARA.","VENNA RIVER",MAHARASHTRA,"17.732719","73.991512",red,"#f03"
"NOT Class C",2187,"KRISHNA RIVER AT KSHETRA MAHULI.","KRISHNA RIVER",MAHARASHTRA,"17.688548","74.063324",red,"#f03"
"NOT Class C",2188,"KRISHNA RIVER AT KRISHNA-VENNA SANGAM AT MAHULI.","KRISHNA RIVER",MAHARASHTRA,"17.688252","74.063303",red,"#f03"
"NOT Class C",2189,"KOYNA RIVER AT KARAD.","KOYNA RIVER",MAHARASHTRA,"17.278589","74.183705",red,"#f03"
"NOT Class C",2190,"KRISHNA RIVER AT WAI.","KRISHNA RIVER",MAHARASHTRA,"17.949284","73.891316",red,"#f03"
"NOT Class C",2191,"MUTHA RIVER AT SANGAM BRIDGE NEAR GANAPATHY GHAT.","MUTHA RIVER",MAHARASHTRA,"18.532374","73.843415",red,"#f03"
"NOT Class C",2192,"MULA-MUTHA RIVER AT MUNDHAWA BRIDGE.","MULA-MUTHA RIVER",MAHARASHTRA,"18.535371","73.933306",red,"#f03"
"NOT Class C",2193,"MULA RIVER AT AUNDH BRIDGE, AUNDGAON.","MULA RIVER",MAHARASHTRA,"18.567737","73.811752",red,"#f03"
"NOT Class C",2194,"MULA RIVER AT HARRISON BRIDGE NEAR MULA- PAWANA SANGAM.","MULA RIVER",MAHARASHTRA,"18.5746","73.836055",red,"#f03"
"NOT Class C",2195,"NIRA RIVER AT D/S OF JUBILANT ORGANOSIS, PUNE.","NIRA RIVER",MAHARASHTRA,"18.103405","74.234805",red,"#f03"
"NOT Class C",2196,"PAWANA RIVER AT SANGAVIGAON, PUNE.","PAWANA RIVER",MAHARASHTRA,"18.670292","73.681639",red,"#f03"
"NOT Class C",2197,"INDRAYANI RIVER AT D/S OF ALANDIGAON, PUNE","INDRAYANI RIVER",MAHARASHTRA,"18.682216","73.900116",red,"#f03"
"NOT Class C",2198,"KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE )","KUNDALIKA RIVER",MAHARASHTRA,"18.43939","73.116341",red,"#f03"
"NOT Class C",2199,"SAVITRI RIVER AT OVALE VILLAGE.","SAVITRI RIVER",MAHARASHTRA,"18.074797","73.420905",red,"#f03"
"Class C",2229,"KUNDLI RIVER AT KUNDLI/ SAPAKHOWA, SADIA.","KUNDLI RIVER",ASSAM,"27.832518","95.672347",blue,"#00f"
"Class C",2230,"BURHIDIHING RIVER AT DULIAJAN (INTAKE POINT OF OIL INDIA LTD.)","BURHIDIHING RIVER",ASSAM,"27.320585","95.308605",blue,"#00f"
"Class C",2231,"DIKHOW RIVER AT DIKHOW BRIDGE SIVASAGAR","DIKHOW RIVER",ASSAM,"26.975605","94.630335",blue,"#00f"
"Class C",2232,"KOHORA RIVER AT N.H. CROSSING, KOHORA","KOHORA RIVER",ASSAM,"26.602234","93.403253",blue,"#00f"
"NOT Class C",2233,"BOGINADI NEAR BRIDGE NH-52, LAKHIMPUR",,ASSAM,"27.358877","94.181102",red,"#f03"
"NOT Class C",2234,"RANGA NADI D/S OF HYDEL PROJECT","RANGA NADI",ASSAM,"27.342717","93.816486",red,"#f03"
"Class C",2235,"PANCHNAI RIVER AT NH-52 CROSSING, ORANG","PANCHNAI RIVER",ASSAM,"26.699918","92.335305",blue,"#00f"
"NOT Class C",2236,"KAPILI RIVER AT DHARMTUL BRIDGE, NH-31, NAGAON","KAPILI RIVER",ASSAM,"26.165759","92.353897",red,"#f03"
"NOT Class C",2237,"KALONG RIVER AT U/S OF ANANDARAM DEKIAL PHUKAN BRIDGE, NAGAON","KALONG RIVER",ASSAM,"26.349206","92.68035",red,"#f03"
"NOT Class C",2238,"BEKI RIVER AT NH-37 CROSSING AT BARPETA ROAD","BEKI RIVER",ASSAM,"26.493169","90.917841",red,"#f03"
"NOT Class C",2239,"SANKOSH RIVER, DHUBRI",,ASSAM,"26.311379","89.831334",red,"#f03"
"NOT Class C",2240,"BARAK RIVER AT D/S OF SILCHAR","BARAK RIVER",ASSAM,"24.786736","92.813553",red,"#f03"
"NOT Class C",2241,"SONAI RIVER AT SONAI","SONAI RIVER",ASSAM,"24.735544","92.889269",red,"#f03"
"NOT Class C",2242,"KUSHIARA RIVER AT KARIMGANJ","KUSHIARA RIVER",ASSAM,"24.870906","92.376439",red,"#f03"
"NOT Class C",2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM","RIVER KHANDEPAR",GOA,"15.410589","74.054325",red,"#f03"
"NOT Class C",2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM","RIVER KUSHAWATI NEAR BUND",GOA,"15.232069","74.149461",red,"#f03"
"NOT Class C",2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",,GOA,"15.156136","73.95205",red,"#f03"
"NOT Class C",2274,"RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSA-PANAJI",,GOA,"15.608275","73.836869",red,"#f03"
"NOT Class C",2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",,GOA,"15.700331","73.904347",red,"#f03"
"NOT Class C",2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",,GOA,"15.590815","73.952907",red,"#f03"
"NOT Class C",2283,"YAMUNA AT HAMIRPUR",YAMUNA,"UTTAR PRADESH","25.956967","80.157122",red,"#f03"
"Class C",2284,"R NEYYAR AT ARUVIPURAM","R NEYYAR",KERALA,"8.428797","77.094478",blue,"#00f"
"Class C",2285,"R MAMOM AT MAMOM BRIDGE","R MAMOM",KERALA,"8.674267","76.821042",blue,"#00f"
"Class C",2286,"R AYROOR AT AYROOR BRIDGE","R AYROOR",KERALA,"9.979797","76.332922",blue,"#00f"
"Class C",2287,"R ITHIKKARA AT ITHIKKARA","R ITHIKKARA",KERALA,"9.979797","76.332922",blue,"#00f"
"Class C",2288,"R PALLICKAL AT NELLIMUKAL","R PALLICKAL",KERALA,"9.136389","76.713333",blue,"#00f"
"NOT Class C",2289,"R KARUVANNURR AT KARUVANNUR BRIDGE","R KARUVANNURR",KERALA,"10.391467","76.220428",red,"#f03"
"NOT Class C",2290,"R PUZHACKAL AT PUZHACKAL BRIDGE","R PUZHACKAL",KERALA,"10.542736","76.178764",red,"#f03"
"NOT Class C",2291,"R KEECHERI AT VADAKKANCHERY BRIDGE","R KEECHERI",KERALA,"10.600406","76.48965",red,"#f03"
"NOT Class C",2292,"R THIRUR AT THALAKKADATHUR BRIDGE","R THIRUR",KERALA,"10.920086","75.920264",red,"#f03"
"Class C",2293,"R KADALUNDI AT HAJIRAPPALLY","R KADALUNDI",KERALA,"11.051336","76.061343",blue,"#00f"
"NOT Class C",2294,"R KALLAI AT KALLAI BRIDGE","R KALLAI",KERALA,"11.237519","75.786919",red,"#f03"
"NOT Class C",2295,"R CORAPUZHA AT KANAYANKODE","R CORAPUZHA",KERALA,"11.444394","75.728494",red,"#f03"
"NOT Class C",2296,"R THALLASSERY AT PATHIPPALAM","R THALLASSERY",KERALA,"11.762211","75.501347",red,"#f03"
"Class C",2297,"R ANCHARAKANDY AT MERUVAMBA","R ANCHARAKANDY",KERALA,"11.873197","75.572064",blue,"#00f"
"NOT Class C",2298,"R KUPPAM AT RAYAROM","R KUPPAM",KERALA,"12.209567","75.440792",red,"#f03"
"NOT Class C",2299,"R RAMAPURAM AT RAMAPURAM BRIDGE","R RAMAPURAM",KERALA,"12.046575","75.265186",red,"#f03"
"Class C",2300,"R PERUVAMBA AT CHANDAPPURA","R PERUVAMBA",KERALA,"10.902681","76.406647",blue,"#00f"
"NOT Class C",2301,"R KAVVAI AT KUTTIYOL PALAM","R KAVVAI",KERALA,"12.11535","75.170739",red,"#f03"
"NOT Class C",2302,"R NEELASWARAM AT NAMBIARKAL DAM","R NEELASWARAM",KERALA,"12.258286","75.118392",red,"#f03"
"NOT Class C",2303,"R PULLUR AT PULLUR BR.","R PULLUR",KERALA,"10.350594","76.251578",red,"#f03"
"NOT Class C",2304,"R MOGRAL AT MOGRAL BR.","R MOGRAL",KERALA,"12.560308","74.955942",red,"#f03"
"NOT Class C",2306,"R UPPALA AT UPPALA BR.","R UPPALA",KERALA,"12.694753","74.904556",red,"#f03"
"NOT Class C",2307,"R MANJESWAR AT BAJRAKKARA BR.","R MANJESWAR",KERALA,"12.71245","74.894392",red,"#f03"
"NOT Class C",2319,"R ANCHARAKANDY AT MERUVAMBA","R ANCHARAKANDY",KERALA,"11.872833","75.572092",red,"#f03"
"Class C",2326,"R KORAYAR AT KANJIKODE","R KORAYAR",KERALA,"10.796397","76.753178",blue,"#00f"
"Class C",2331,"R BHARATHAPUZHA AT KUTTIPPURAM","R BHARATHAPUZHA",KERALA,"10.839136","76.036128",blue,"#00f"
